"Energy (eV)";"Total";"Y 1s";"Y 2pz";"Y 2px";"Y 2py";"Y 3dz2";"Y 3dzx";"Y 3dzy";"Y 3dx2-y2";"Y 3dxy";"Y 4s";"Y 5pz";"Y 5px";"Y 5py";"Sn 1dz2";"Sn 1dzx";"Sn 1dzy";"Sn 1dx2-y2";"Sn 1dxy";"Sn 2s";"Sn 3pz";"Sn 3px";"Sn 3py";"Nb 1s";"Nb 2pz";"Nb 2px";"Nb 2py";"Nb 3dz2";"Nb 3dzx";"Nb 3dzy";"Nb 3dx2-y2";"Nb 3dxy";"Nb 4s";"Nb 5pz";"Nb 5px";"Nb 5py"
-18,83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-18,78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-18,73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-18,68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-18,63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-18,58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-18,53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-18,48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-18,43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-18,38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-18,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-18,28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-18,23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-18,18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-18,13;2,7e-11;1,46e-28;1,72e-29;1,09e-28;1,09e-28;7,58e-28;4,58e-23;4,58e-23;1,24e-27;1,24e-27;5,52e-27;4,47e-28;2,95e-23;2,95e-23;1,662e-14;2,638e-23;2,638e-23;2,832e-25;2,832e-25;5,46e-14;2,63e-13;8,384e-22;8,384e-22;4,542e-28;1,32e-28;1,316e-11;1,318e-11;1,086e-27;3,276e-18;3,272e-18;1,942e-27;1,94e-27;6,54e-27;8,04e-27;1,596e-13;1,596e-13
-18,08;1,08e-9;5,81e-27;6,9e-28;4,35e-27;4,35e-27;3,08e-26;1,88e-21;1,88e-21;4,92e-26;4,92e-26;2,19e-25;1,78e-26;1,17e-21;1,17e-21;6,56e-13;1,076e-21;1,076e-21;1,12e-23;1,12e-23;2,158e-12;1,08e-11;3,364e-20;3,364e-20;1,818e-26;5,244e-27;5,28e-10;5,28e-10;4,398e-26;1,34e-16;1,342e-16;7,756e-26;7,736e-26;2,628e-25;3,204e-25;6,32e-12;6,332e-12
-18,03;3,32e-8;1,77e-25;2,1e-26;1,32e-25;1,32e-25;9,55e-25;5,89e-20;5,89e-20;1,49e-24;1,49e-24;6,65e-24;5,44e-25;3,52e-20;3,52e-20;1,986e-11;3,356e-20;3,356e-20;3,382e-22;3,382e-22;6,52e-11;3,386e-10;1,025e-18;1,025e-18;5,568e-25;1,596e-25;1,62e-8;1,62e-8;1,356e-24;4,2e-15;4,196e-15;2,355e-24;2,356e-24;8,04e-24;9,78e-24;1,92e-10;1,92e-10
-17,98;7,76e-7;4,11e-24;4,91e-25;3,04e-24;3,04e-24;2,26e-23;1,41e-18;1,41e-18;3,46e-23;3,46e-23;1,54e-22;1,27e-23;8,12e-19;8,12e-19;4,58e-10;7,98e-19;7,98e-19;7,8e-21;7,8e-21;1,502e-9;8,1e-9;2,392e-17;2,392e-17;1,302e-23;3,696e-24;3,788e-7;3,784e-7;3,21e-23;1e-13;9,992e-14;5,466e-23;5,472e-23;1,878e-22;2,274e-22;4,44e-9;4,444e-9
-17,93;0,0000139;7,3e-23;8,73e-24;5,38e-23;5,38e-23;4,09e-22;2,58e-17;2,58e-17;6,13e-22;6,13e-22;2,72e-21;2,25e-22;1,43e-17;1,43e-17;8,04e-9;1,45e-17;1,45e-17;1,372e-19;1,372e-19;2,642e-8;1,48e-7;4,266e-16;4,266e-16;2,322e-22;6,54e-23;0,00000676;0,000006756;5,778e-22;1,82e-12;1,822e-12;9,7e-22;9,72e-22;3,354e-21;4,05e-21;7,84e-8;7,86e-8
-17,88;0,000189;9,89e-22;1,19e-22;7,24e-22;7,24e-22;5,64e-21;3,59e-16;3,59e-16;8,28e-21;8,28e-21;3,67e-20;3,05e-21;1,92e-16;1,92e-16;1,082e-7;2,012e-16;2,012e-16;1,842e-18;1,842e-18;3,55e-7;0,000002062;5,786e-15;5,786e-15;3,162e-21;8,88e-22;0,0000924;0,00009212;7,98e-21;2,532e-11;2,532e-11;1,317e-20;1,316e-20;4,572e-20;5,502e-20;0,00000106;0,000001059
-17,83;0,00197;1,02e-20;1,23e-21;7,45e-21;7,45e-21;5,95e-20;3,82e-15;3,82e-15;8,53e-20;8,53e-20;3,78e-19;3,16e-20;1,97e-15;1,97e-15;0,000001108;2,13e-15;2,13e-15;1,888e-17;1,888e-17;0,000003638;0,00002196;6,024e-14;6,024e-14;3,288e-20;9,12e-21;0,00096;0,00096;8,34e-20;2,688e-10;2,686e-10;1,361e-19;1,364e-19;4,752e-19;5,706e-19;0,00001092;0,00001092
-17,78;0,0157;8,08e-20;9,75e-21;5,85e-20;5,85e-20;4,78e-19;3,11e-14;3,11e-14;6,72e-19;6,72e-19;2,97e-18;2,5e-19;1,54e-14;1,54e-14;0,00000866;1,724e-14;1,724e-14;1,478e-16;1,478e-16;0,00002846;0,0001784;4,772e-13;4,772e-13;2,616e-19;7,2e-20;0,00764;0,007624;6,72e-19;2,176e-9;2,176e-9;1,076e-18;1,078e-18;3,774e-18;4,518e-18;0,0000856;0,00008576
-17,73;0,0951;4,87e-19;5,89e-20;3,51e-19;3,51e-19;2,94e-18;1,93e-13;1,93e-13;4,04e-18;4,04e-18;1,78e-17;1,51e-18;9,19e-14;9,19e-14;0,0000518;1,062e-13;1,062e-13;8,82e-16;8,82e-16;0,0001702;0,001106;2,892e-12;2,892e-12;1,584e-18;4,332e-19;0,0464;0,04624;4,104e-18;1,348e-8;1,346e-8;6,478e-18;6,5e-18;2,292e-17;2,73e-17;0,000516;0,0005136
-17,68;0,441;2,24e-18;2,72e-19;1,61e-18;1,61e-18;1,38e-17;9,11e-13;9,11e-13;1,85e-17;1,85e-17;8,17e-17;6,95e-18;4,19e-13;4,19e-13;0,000236;5,008e-13;5,008e-13;4,03e-15;4,03e-15;0,000776;0,00524;1,335e-11;1,335e-11;7,32e-18;1,992e-18;0,2148;0,2148;1,92e-17;6,36e-8;6,36e-8;2,988e-17;2,988e-17;1,062e-16;1,26e-16;0,002356;0,002354
-17,63;1,56;7,89e-18;9,6e-19;1,94e-15;1,94e-15;4,94e-17;3,54e-12;3,54e-12;6,49e-17;6,49e-17;2,86e-16;2,45e-17;1,64e-12;1,64e-12;0,000822;1,862e-12;1,862e-12;1,428e-14;1,428e-14;0,002696;0,0189;4,994e-11;4,994e-11;2,598e-17;6,96e-18;0,76;0,7596;6,84e-17;2,292e-7;2,292e-7;1,053e-16;1,052e-16;3,75e-16;4,446e-16;0,00824;0,008244
-17,58;4,22;1,94e-14;2,1e-15;6,82e-14;6,82e-14;2,11e-14;1,77e-11;1,77e-11;1,74e-16;1,74e-16;2,28e-13;8,81e-14;1,04e-11;1,04e-11;0,002182;7,14e-12;7,14e-12;4,76e-14;4,76e-14;0,00718;0,052;2,24e-10;2,24e-10;5,214e-16;1,752e-10;2,056;2,054;3,984e-16;6,32e-7;6,3e-7;5,13e-16;5,13e-16;9,9e-15;2,724e-12;0,022;0,02198
-17,53;8,7;6,62e-13;7,69e-14;1,83e-12;1,83e-12;7,17e-13;2,49e-10;2,49e-10;3,55e-16;3,55e-16;7,75e-12;3,23e-12;1,84e-10;1,84e-10;0,00442;6,924e-11;6,924e-11;3,538e-13;3,538e-13;0,01452;0,1096;2,858e-9;2,858e-9;1,668e-14;6,12e-9;4,24;4,232;8,16e-15;0,000001324;0,000001322;8,708e-15;8,704e-15;3,21e-13;9,3e-11;0,0448;0,04476
-17,48;13,7;1,72e-11;2,15e-12;3,76e-11;3,76e-11;1,87e-11;4,72e-9;4,72e-9;5,63e-16;5,63e-16;2,02e-10;9,03e-11;3,63e-9;3,63e-9;0,00686;1,218e-9;1,218e-9;5,84e-12;5,84e-12;0,02248;0,1764;5,376e-8;5,376e-8;4,626e-13;1,62e-7;6,68;6,688;2,172e-13;0,00000212;0,000002122;2,194e-13;2,193e-13;8,7e-12;2,436e-9;0,0696;0,06964
-17,43;16,5;3,43e-10;4,6e-11;5,88e-10;5,88e-10;3,71e-10;7,31e-8;7,31e-8;2,81e-14;2,81e-14;4,01e-9;1,93e-9;5,67e-8;5,67e-8;0,00808;1,878e-8;1,878e-8;8,981e-11;8,981e-11;0,02654;0,2164;8,344e-7;8,344e-7;9,84e-12;0,000003294;8,04;8,04;4,614e-12;0,000002596;0,0000026;4,496e-12;4,481e-12;1,818e-10;4,866e-8;0,0828;0,0828
-17,38;15,2;5,2e-9;7,49e-10;7,03e-9;7,03e-9;5,64e-9;8,7e-7;8,7e-7;1,02e-12;1,02e-12;6,09e-8;3,14e-8;6,78e-7;6,78e-7;0,00728;2,236e-7;2,236e-7;1,068e-9;1,068e-9;0,02394;0,2024;0,000009932;0,000009932;1,608e-10;0,00005118;7,4;7,384;7,5e-11;0,000002432;0,000002434;7,052e-11;7,04e-11;2,904e-9;7,44e-7;0,0752;0,07504
-17,33;10,6;6,03e-8;9,33e-9;6,41e-8;6,41e-8;6,53e-8;0,0000079;0,0000079;2,9e-11;2,9e-11;7,06e-7;3,91e-7;0,00000619;0,00000619;0,00502;0,000002034;0,000002034;9,766e-9;9,766e-9;0,01648;0,1448;0,00009052;0,00009052;1,998e-9;0,000606;5,203;5,192;9,36e-10;0,000001791;0,000001792;8,46e-10;8,48e-10;3,54e-8;0,00000864;0,052;0,05192
-17,28;5,78;5,33e-7;8,86e-8;4,47e-7;4,47e-7;5,78e-7;0,0000548;0,0000548;6,3e-10;6,3e-10;0,00000624;0,00000372;0,0000431;0,0000431;0,002638;0,00001412;0,00001412;6,833e-8;6,833e-8;0,008682;0,079;0,000628;0,000628;1,896e-8;0,005514;2,816;2,816;8,88e-9;0,00000137;0,000001372;7,768e-9;7,76e-9;3,3e-7;0,0000768;0,02749;0,02748
-17,23;2,8;0,0000036;6,42e-7;0,00000237;0,00000237;0,0000039;0,00029;0,00029;1,05e-8;1,05e-8;0,0000421;0,0000269;0,000229;0,000229;0,001076;0,0000748;0,0000748;3,671e-7;3,671e-7;0,003593;0,03339;0,003328;0,003328;1,374e-7;0,03822;1,344;1,344;6,42e-8;0,000002668;0,000002668;5,436e-8;5,44e-8;0,000002352;0,000522;0,01116;0,01116
-17,18;2,67;0,0000186;0,00000355;0,00000963;0,00000963;0,0000201;0,00117;0,00117;1,32e-7;1,32e-7;0,000217;0,000149;0,000929;0,000929;0,000421;0,0003028;0,0003028;0,000001537;0,000001537;0,001694;0,01354;0,01351;0,01351;7,62e-7;0,2028;1,202;1,204;3,546e-7;0,000009352;0,000009354;2,918e-7;2,921e-7;0,00001278;0,002712;0,003659;0,003648
-17,13;6,37;0,000073;0,000015;0,0000298;0,0000298;0,000079;0,00361;0,00361;0,00000128;0,00000128;0,000854;0,00063;0,00288;0,00288;0,000459;0,000936;0,000936;0,000005234;0,000005234;0,002748;0,01558;0,0417;0,0417;0,000003216;0,828;2,706;2,706;0,000001494;0,00002858;0,00002859;0,000001198;0,000001197;0,00005316;0,0108;0,001542;0,001542
-17,08;15,3;0,000219;0,0000484;0,0000705;0,0000705;0,000237;0,0085;0,0085;0,00000945;0,00000945;0,00256;0,00203;0,0068;0,0068;0,001169;0,002226;0,002226;0,00001587;0,00001587;0,007594;0,04252;0,09852;0,09852;0,00001038;2,586;6,204;6,216;0,000004818;0,00006744;0,00006738;0,000003756;0,000003764;0,0001686;0,033;0,001888;0,001888
-17,03;29,2;0,000502;0,000119;0,000127;0,000127;0,000544;0,0153;0,0153;0,0000532;0,0000532;0,00588;0,005;0,0123;0,0123;0,00266;0,0041;0,0041;0,00004834;0,00004834;0,01744;0,1037;0,1784;0,1784;0,00002568;6,3;11,16;11,15;0,00001188;0,0001216;0,0001214;0,000009088;0,000009101;0,0004098;0,0786;0,003158;0,00316
-16,98;43,7;0,000878;0,000224;0,000175;0,000175;0,000951;0,0209;0,0209;0,000229;0,000229;0,0103;0,00938;0,0169;0,0169;0,004664;0,006044;0,006044;0,0001508;0,0001508;0,03072;0,1947;0,2473;0,2473;0,00004878;12,12;15,3;15,3;0,00002232;0,000167;0,0001672;0,00001698;0,00001697;0,000762;0,1476;0,00432;0,004319
-16,93;52,5;0,00117;0,000321;0,000184;0,000184;0,00127;0,0219;0,0219;0,000751;0,000751;0,0137;0,0135;0,0178;0,0178;0,006254;0,00768;0,00768;0,0004346;0,0004346;0,04132;0,2789;0,2708;0,2708;0,000072;19,14;16,06;16,04;0,00003216;0,0001754;0,0001755;0,0000249;0,0000249;0,001074;0,2292;0,004536;0,004525
-16,88;53,3;0,00119;0,000351;0,000148;0,000148;0,00129;0,0175;0,0175;0,00188;0,00188;0,014;0,0147;0,0143;0,0143;0,006392;0,0095;0,0095;0,00104;0,00104;0,04244;0,3054;0,2422;0,2422;0,0000828;26,34;12,84;12,84;0,00003564;0,0001408;0,0001406;0,00002958;0,00002958;0,00117;0,312;0,00362;0,003625
-16,83;49,7;0,00093;0,000293;0,0000905;0,0000905;0,00101;0,0107;0,0107;0,0036;0,0036;0,0109;0,0123;0,00873;0,00873;0,004994;0,01217;0,01217;0,001958;0,001958;0,03332;0,2552;0,1972;0,1972;0,000078;32,82;7,856;7,856;0,00003066;0,00008596;0,00008608;0,00002984;0,00002985;0,000972;0,3906;0,002218;0,002217
-16,78;45,4;0,000552;0,000187;0,0000423;0,0000423;0,000598;0,00497;0,00497;0,00525;0,00525;0,00646;0,00784;0,00408;0,00408;0,002978;0,01493;0,01493;0,00284;0,00284;0,01996;0,1627;0,1634;0,1634;0,0000624;37,08;3,666;3,664;0,00002088;0,00004012;0,00004017;0,00002692;0,00002694;0,000624;0,4464;0,001047;0,001046
-16,73;39,6;0,00025;0,000091;0,0000151;0,0000151;0,000271;0,00177;0,00177;0,00585;0,00585;0,00293;0,00382;0,00146;0,00146;0,001356;0,01553;0,01553;0,003154;0,003154;0,009132;0,07912;0,138;0,138;0,00004428;36,12;1,31;1,311;0,00001158;0,00001432;0,00001435;0,0000221;0,0000221;0,0003156;0,4398;0,0004776;0,0004763
-16,68;30,3;0,0000865;0,0000338;0,00000415;0,00000415;0,0000937;0,000479;0,000479;0,00498;0,00498;0,00101;0,00142;0,000397;0,000397;0,0004704;0,01286;0,01286;0,002678;0,002678;0,003194;0,02942;0,1053;0,1053;0,00002826;28,8;0,3956;0,3954;0,000005544;0,000004;0,000003993;0,00001588;0,00001588;0,0001278;0,3534;0,0008104;0,0008102
-16,63;19,1;0,0000229;0,00000959;0,00000116;0,00000116;0,0000248;0,000101;0,000101;0,00323;0,00323;0,000267;0,000402;0,0000893;0,0000893;0,0001252;0,008233;0,008233;0,001736;0,001736;0,000851;0,008335;0,06589;0,06589;0,00001566;18,18;0,2734;0,2737;0,00000237;0,000001288;0,000001285;0,0000095;0,00000951;0,00004338;0,2232;0,003616;0,003612
-16,58;10,6;0,00000461;0,00000208;0,00000208;0,00000208;0,00000499;0,0000299;0,0000299;0,0016;0,0016;0,0000539;0,0000871;0,000056;0,000056;0,00002536;0,004058;0,004058;0,00086;0,00086;0,0001738;0,001805;0,03243;0,03243;0,00000714;8,88;0,7716;0,7728;9,06e-7;0,000001928;0,000001926;0,00000454;0,000004532;0,00001302;0,1092;0,01434;0,01433
-16,53;8,01;7,09e-7;3,43e-7;0,00000934;0,00000934;7,68e-7;0,0000697;0,0000697;0,000606;0,000606;0,0000083;0,0000144;0,000207;0,000207;0,000003924;0,001556;0,001556;0,000333;0,000333;0,00002708;0,0002982;0,01302;0,01302;0,000002598;3,324;2,26;2,263;2,982e-7;0,000005304;0,000005318;0,000001686;0,000001686;0,000003546;0,04098;0,0458;0,04588
-16,48;11,9;8,32e-8;4,32e-8;0,0000341;0,0000341;9,02e-8;0,000247;0,000247;0,000175;0,000175;9,74e-7;0,00000181;0,000754;0,000754;4,632e-7;0,000563;0,000563;0,0001254;0,0001254;0,000003224;0,0000376;0,006718;0,006718;7,32e-7;0,954;5,344;5,364;8,04e-8;0,00001226;0,00001228;4,816e-7;4,806e-7;8,52e-7;0,01176;0,1192;0,1194
-16,43;21,1;7,46e-9;4,16e-9;0,0000954;0,0000954;8,08e-9;0,000687;0,000687;0,0000385;0,0000385;8,73e-8;1,75e-7;0,00211;0,00211;4,186e-8;0,0004486;0,0004486;0,0001099;0,0001099;2,928e-7;0,000003621;0,009736;0,009736;1,596e-7;0,2094;10,2;10,19;1,71e-8;0,00002278;0,00002278;1,058e-7;1,059e-7;1,71e-7;0,002586;0,2548;0,2546
-16,38;32,7;5,11e-10;3,06e-10;0,000203;0,000203;5,53e-10;0,00146;0,00146;0,00000648;0,00000648;5,98e-9;1,28e-8;0,00449;0,00449;2,894e-9;0,000768;0,000768;0,000194;0,000194;2,036e-8;2,662e-7;0,01922;0,01922;2,664e-8;0,0351;15,88;15,86;2,82e-9;0,00003438;0,00003436;1,772e-8;1,774e-8;2,754e-8;0,0004332;0,4454;0,4456
-16,33;41,9;2,67e-11;1,72e-11;0,000331;0,000331;2,89e-11;0,00237;0,00237;8,32e-7;8,32e-7;3,13e-10;7,2e-10;0,00731;0,00731;1,662e-10;0,00122;0,00122;0,0003108;0,0003108;1,124e-9;1,531e-8;0,03108;0,03108;3,402e-9;0,004494;20,28;20,28;3,582e-10;0,00004256;0,00004254;2,274e-9;2,274e-9;3,468e-9;0,00005538;0,6328;0,634
-16,28;43,9;1,07e-12;7,36e-13;0,000412;0,000412;1,16e-12;0,00293;0,00293;8,15e-8;8,15e-8;1,25e-11;3,09e-11;0,00909;0,00909;2,373e-11;0,00151;0,00151;0,0003854;0,0003854;9,634e-11;1,113e-9;0,03848;0,03848;3,312e-10;0,0004392;21,2;21,18;3,486e-11;0,00004328;0,00004322;2,224e-10;2,224e-10;3,372e-10;0,000005412;0,7188;0,7208
-16,23;37,2;3,27e-14;2,41e-14;0,000391;0,000391;3,59e-14;0,00277;0,00277;6,1e-9;6,1e-9;3,87e-13;1,01e-12;0,00862;0,00862;1,689e-11;0,001428;0,001428;0,000366;0,000366;5,096e-11;4,662e-10;0,0364;0,0364;2,466e-11;0,00003276;17,86;17,9;2,598e-12;0,00003568;0,00003566;1,66e-11;1,664e-11;2,514e-11;4,032e-7;0,6466;0,6456
-16,18;25;8,1e-16;6,25e-16;0,000283;0,000283;1,23e-15;0,002;0,002;3,48e-10;3,48e-10;1,23e-14;2,6e-14;0,00625;0,00625;1,208e-11;0,00103;0,00103;0,000265;0,000265;3,601e-11;3,222e-10;0,02643;0,02643;1,404e-12;0,000001866;12,02;12;1,488e-13;0,00002356;0,00002358;9,48e-13;9,488e-13;1,434e-12;2,292e-8;0,4512;0,452
-16,13;13,2;2,34e-17;1,1e-17;0,000156;0,000156;2,15e-16;0,0011;0,0011;1,52e-11;1,52e-11;1,82e-15;3,34e-16;0,00345;0,00345;6,68e-12;0,000568;0,000568;0,0001464;0,0001464;1,988e-11;1,772e-10;0,01455;0,01455;6,06e-14;8,1e-8;6,336;6,328;6,96e-15;0,00001232;0,00001228;4,16e-14;4,162e-14;6,36e-14;9,96e-10;0,244;0,2442
-16,08;5,41;9,47e-18;4,46e-18;0,000066;0,000066;8,93e-17;0,000461;0,000461;5,05e-13;5,05e-13;7,61e-16;1,34e-16;0,00146;0,00146;2,82e-12;0,0002384;0,0002384;0,0000618;0,0000618;8,4e-12;7,44e-11;0,006128;0,006128;2,046e-15;2,688e-9;2,594;2,594;4,5e-16;0,00000501;0,000005008;1,524e-15;1,524e-15;2,634e-15;3,306e-11;0,1014;0,1016
-16,03;1,71;3,02e-18;1,42e-18;0,0000212;0,0000212;2,85e-17;0,000148;0,000148;1,29e-14;1,29e-14;2,44e-16;4,26e-17;0,000469;0,000469;9,08e-13;0,0000766;0,0000766;0,00001992;0,00001992;2,702e-12;2,386e-11;0,001969;0,001969;6,24e-17;6,78e-11;0,8216;0,822;8,1e-17;0,000001578;0,000001578;8,4e-17;8,42e-17;2,322e-16;8,34e-13;0,0324;0,03242
-15,98;0,416;7,39e-19;3,45e-19;0,00000522;0,00000522;6,95e-18;0,0000362;0,0000362;1,01e-17;1,01e-17;5,98e-17;1,04e-17;0,000115;0,000115;2,234e-13;0,00001876;0,00001876;0,0000049;0,0000049;6,64e-13;5,84e-12;0,0004832;0,0004832;2,856e-18;1,932e-18;0,1994;0,1992;1,848e-17;3,83e-7;3,826e-7;1,204e-17;1,204e-17;4,386e-17;8,58e-17;0,007918;0,00792
-15,93;0,0774;1,38e-19;6,44e-20;9,8e-7;9,8e-7;1,3e-18;0,00000677;0,00000677;1,89e-18;1,89e-18;1,12e-17;1,94e-18;0,0000216;0,0000216;4,184e-14;0,000003508;0,000003508;9,18e-7;9,18e-7;1,246e-13;1,092e-12;0,00009058;0,00009058;5,328e-19;3,6e-19;0,0371;0,03712;3,45e-18;7,14e-8;7,14e-8;2,25e-18;2,25e-18;8,16e-18;1,602e-17;0,001478;0,00148
-15,88;0,011;1,97e-20;9,18e-21;1,4e-7;1,4e-7;1,85e-19;9,65e-7;9,65e-7;2,7e-19;2,7e-19;1,6e-18;2,76e-19;0,0000031;0,0000031;6e-15;5,006e-7;5,006e-7;1,314e-7;1,314e-7;1,786e-14;1,556e-13;0,00001294;0,00001294;7,62e-20;5,13e-20;0,005306;0,005288;4,926e-19;1,014e-8;1,014e-8;3,21e-19;3,21e-19;1,164e-18;2,286e-18;0,0002112;0,0002112
-15,83;0,0012;2,15e-21;1e-21;1,53e-8;1,53e-8;2,02e-20;1,05e-7;1,05e-7;2,94e-20;2,94e-20;1,75e-19;3,01e-20;3,39e-7;3,39e-7;6,56e-16;5,458e-8;5,458e-8;1,438e-8;1,438e-8;1,954e-15;1,694e-14;0,000001411;0,000001411;8,28e-21;5,586e-21;0,000577;0,0005748;5,37e-20;1,104e-9;1,104e-9;3,498e-20;3,498e-20;1,272e-19;2,49e-19;0,00002302;0,00002304
-15,78;0,0000999;1,79e-22;8,32e-23;1,28e-9;1,28e-9;1,68e-21;8,73e-9;8,73e-9;2,44e-21;2,44e-21;1,45e-20;2,51e-21;2,83e-8;2,83e-8;5,48e-17;4,534e-9;4,534e-9;1,198e-9;1,198e-9;1,63e-16;1,408e-15;1,176e-7;1,176e-7;6,9e-22;4,644e-22;0,00004784;0,0000478;4,47e-21;9,18e-11;9,2e-11;2,91e-21;2,91e-21;1,056e-20;2,07e-20;0,000001918;0,000001916
-15,73;0,00000635;1,13e-23;5,29e-24;8,16e-11;8,16e-11;1,07e-22;5,54e-10;5,54e-10;1,55e-22;1,55e-22;9,25e-22;1,59e-22;1,8e-9;1,8e-9;3,49e-18;2,878e-10;2,878e-10;7,64e-11;7,64e-11;1,038e-17;8,92e-17;7,468e-9;7,468e-9;4,374e-23;2,952e-23;0,000003042;0,000003042;2,838e-22;5,852e-12;5,822e-12;1,85e-22;1,848e-22;6,72e-22;1,314e-21;1,218e-7;1,218e-7
-15,68;3,08e-7;5,5e-25;2,56e-25;3,96e-12;3,96e-12;5,18e-24;2,68e-11;2,68e-11;7,52e-24;7,52e-24;4,49e-23;7,74e-24;8,75e-11;8,75e-11;1,698e-19;1,394e-11;1,394e-11;3,714e-12;3,714e-12;5,06e-19;4,34e-18;3,628e-10;3,628e-10;2,118e-24;1,434e-24;1,476e-7;1,476e-7;1,38e-23;2,834e-13;2,836e-13;8,956e-24;8,98e-24;3,252e-23;6,36e-23;5,926e-9;5,916e-9
-15,63;1,14e-8;2,03e-26;9,49e-27;1,47e-13;1,47e-13;1,92e-25;9,9e-13;9,9e-13;2,78e-25;2,78e-25;1,66e-24;2,86e-25;3,25e-12;3,25e-12;6,3e-21;5,16e-13;5,16e-13;1,378e-13;1,378e-13;1,874e-20;1,598e-19;1,345e-11;1,345e-11;7,86e-26;5,298e-26;5,478e-9;5,46e-9;5,106e-25;1,05e-14;1,05e-14;3,322e-25;3,322e-25;1,206e-24;2,364e-24;2,188e-10;2,19e-10
-15,58;3,22e-10;5,74e-28;2,68e-28;4,17e-15;4,17e-15;5,42e-27;2,79e-14;2,79e-14;7,85e-27;7,85e-27;4,7e-26;8,1e-27;9,2e-14;9,2e-14;1,784e-22;1,458e-14;1,458e-14;3,898e-15;3,898e-15;5,32e-22;4,5e-21;3,796e-13;3,796e-13;2,214e-27;1,494e-27;1,542e-10;1,544e-10;1,446e-26;2,972e-16;2,968e-16;9,392e-27;9,38e-27;3,402e-26;6,66e-26;6,204e-12;6,188e-12
-15,53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-15,48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-15,43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-15,38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-15,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-15,28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-15,23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-15,18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-15,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-15,08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-15,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
