"Energy (eV)";"Total";"Y 1s";"Y 2pz";"Y 2px";"Y 2py";"Y 3dz2";"Y 3dzx";"Y 3dzy";"Y 3dx2-y2";"Y 3dxy";"Y 4s";"Y 5pz";"Y 5px";"Y 5py";"Sn 1dz2";"Sn 1dzx";"Sn 1dzy";"Sn 1dx2-y2";"Sn 1dxy";"Sn 2s";"Sn 3pz";"Sn 3px";"Sn 3py";"Nb 1s";"Nb 2pz";"Nb 2px";"Nb 2py";"Nb 3dz2";"Nb 3dzx";"Nb 3dzy";"Nb 3dx2-y2";"Nb 3dxy";"Nb 4s";"Nb 5pz";"Nb 5px";"Nb 5py"
11,62;0,00222;2,34e-13;1,14e-21;0,00000185;0,00000185;8,01e-11;1,37e-19;1,37e-19;6,28e-7;6,28e-7;1,22e-11;3,59e-20;0,00000382;0,00000382;3,483e-11;2,76e-7;2,76e-7;0,000001732;0,000001732;1,971e-10;1,444e-10;0,0003578;0,0003578;1,194e-7;6,06e-9;0,000002918;0,000002915;0,000001368;0,000708;0,000708;0,000001504;0,000001504;9e-7;2,388e-8;0,0000306;0,0000306
11,67;0,0174;7,19e-15;8,89e-21;0,0000145;0,0000145;2,45e-12;1,07e-18;1,07e-18;3,44e-8;3,44e-8;3,75e-13;2,76e-19;0,0000299;0,0000299;1,092e-12;0,00000216;0,00000216;0,00001352;0,00001352;7,355e-12;4,42e-12;0,00279;0,00279;6,54e-9;3,318e-10;0,0000229;0,00002288;7,5e-8;0,005564;0,00557;8,223e-8;8,228e-8;4,914e-8;1,308e-9;0,0002402;0,0002403
11,72;0,104;1,7e-16;5,33e-20;0,0000868;0,0000868;5,74e-14;6,41e-18;6,41e-18;1,44e-9;1,44e-9;8,82e-15;1,66e-18;0,000179;0,000179;1,652e-13;0,00001294;0,00001294;0,000081;0,000081;8,085e-12;1,036e-13;0,01672;0,01672;2,76e-10;1,386e-11;0,000137;0,0001372;3,144e-9;0,03332;0,0333;3,682e-9;3,676e-9;2,076e-9;5,46e-11;0,001438;0,001441
11,77;0,476;9,27e-18;2,44e-19;0,000397;0,000397;6,16e-18;2,93e-17;2,93e-17;4,58e-11;4,58e-11;1,73e-16;7,61e-18;0,00082;0,00082;6,406e-13;0,0000592;0,0000592;0,0003696;0,0003696;3,63e-11;4,92e-17;0,07646;0,07646;9e-11;4,422e-13;0,0006272;0,0006264;8,58e-10;0,1522;0,1525;7,984e-9;7,988e-9;9,3e-10;1,812e-12;0,006584;0,00657
11,82;1,66;3,23e-17;8,55e-19;0,00139;0,00139;1,81e-17;1,02e-16;1,02e-16;1,12e-12;1,12e-12;6,05e-16;2,75e-17;0,00286;0,00286;2,238e-12;0,000206;0,000206;0,001292;0,001292;1,267e-10;1,733e-16;0,2668;0,2668;2,004e-9;2,124e-14;0,002188;0,002186;1,866e-8;0,5312;0,53;1,946e-7;1,948e-7;2,13e-8;1,86e-12;0,02298;0,02297
11,87;4,43;8,61e-17;2,36e-18;0,00369;0,00369;4,83e-17;2,73e-16;2,73e-16;6,03e-17;6,03e-17;1,61e-15;9,15e-17;0,00763;0,00763;5,96e-12;0,00055;0,00055;0,003438;0,003438;3,368e-10;5,98e-16;0,7106;0,7106;3,774e-8;1,968e-13;0,00582;0,005838;3,522e-7;1,416;1,416;0,000003667;0,000003672;4,008e-7;3,432e-11;0,06124;0,06104
11,92;9;1,75e-16;5,95e-18;0,00751;0,00751;9,82e-17;5,55e-16;5,55e-16;1,23e-16;1,23e-16;3,27e-15;4,47e-16;0,0155;0,0155;1,212e-11;0,001118;0,001118;0,007;0,007;6,857e-10;3,162e-15;1,446;1,446;5,43e-7;2,832e-12;0,01186;0,01185;0,000005064;2,878;2,882;0,00005256;0,00005272;0,000005766;4,932e-10;0,1244;0,1246
11,97;14;2,72e-16;2,19e-17;0,0117;0,0117;1,53e-16;8,61e-16;8,61e-16;1,91e-16;1,91e-16;5,08e-15;3,56e-15;0,0241;0,0241;1,882e-11;0,001737;0,001737;0,01088;0,01088;1,065e-9;2,624e-14;2,242;2,242;0,000005964;3,114e-11;0,01842;0,01841;0,00005562;4,464;4,47;0,0005777;0,0005788;0,0000636;5,418e-9;0,1932;0,1932
12,02;16,6;3,22e-16;1,32e-16;0,0138;0,0138;1,82e-16;1,02e-15;1,02e-15;2,2e-13;2,2e-13;6,02e-15;2,82e-14;0,0285;0,0285;2,228e-11;0,002066;0,002066;0,01287;0,01287;1,261e-9;2,096e-13;2,658;2,658;0,00004998;2,61e-10;0,0218;0,02182;0,0004662;5,304;5,298;0,004854;0,004852;0,0005304;4,542e-8;0,229;0,2288
12,07;15;2,91e-16;7,99e-16;0,0125;0,0125;1,71e-16;9,32e-16;9,32e-16;9,24e-12;9,24e-12;5,45e-15;1,79e-13;0,0258;0,0258;2,014e-11;0,001896;0,001896;0,01171;0,01171;1,14e-9;1,332e-12;2,404;2,404;0,0003198;1,668e-9;0,0197;0,01973;0,002982;4,792;4,794;0,03105;0,03104;0,003396;2,904e-7;0,2068;0,2068
12,12;10,7;2,04e-16;4,31e-15;0,00862;0,00862;1,51e-16;6,84e-16;6,84e-16;2,97e-10;2,97e-10;3,81e-15;9,36e-13;0,0178;0,0178;1,39e-11;0,001462;0,001462;0,008384;0,008384;7,904e-10;7,502e-12;1,66;1,66;0,00156;8,16e-9;0,0136;0,01359;0,01458;3,306;3,306;0,1516;0,1514;0,01656;0,000001416;0,1428;0,1428
12,17;6,7;1,2e-16;3,31e-14;0,00454;0,00454;2,05e-16;5,12e-16;5,12e-16;7,31e-9;7,31e-9;2,19e-15;5,94e-12;0,00939;0,00939;7,317e-12;0,001338;0,001338;0,005514;0,005514;4,28e-10;6,664e-11;0,8752;0,8752;0,005814;3,078e-8;0,007168;0,00716;0,05424;1,742;1,744;0,5657;0,566;0,0618;0,000005292;0,07532;0,07542
12,22;5,77;1,06e-16;6,48e-13;0,00183;0,00183;4,85e-16;6,37e-16;6,37e-16;1,37e-7;1,37e-7;1,56e-15;9,64e-11;0,00377;0,00377;2,966e-12;0,002158;0,002158;0,005344;0,005344;2,17e-10;1,449e-9;0,3516;0,3516;0,01656;9,36e-8;0,002886;0,002885;0,1542;0,7008;0,699;1,609;1,608;0,1758;0,00001512;0,03028;0,03026
12,27;8,44;4,89e-16;1,51e-11;0,000561;0,000561;1,68e-15;1,13e-15;1,13e-15;0,00000196;0,00000196;4,14e-15;2,18e-9;0,00116;0,00116;1,462e-12;0,004164;0,004164;0,008443;0,008443;3,872e-10;3,428e-8;0,1081;0,1081;0,03594;2,946e-7;0,0008852;0,0008862;0,3354;0,2152;0,2152;3,49;3,492;0,3816;0,00003402;0,0093;0,009282
12,32;13;4,48e-15;2,84e-10;0,000131;0,000131;1,01e-14;1,82e-15;1,82e-15;0,0000214;0,0000214;3,09e-14;4,09e-8;0,000272;0,000272;1,069e-11;0,0068;0,0068;0,01324;0,01324;4,872e-9;6,47e-7;0,0254;0,0254;0,05958;0,000001482;0,0002076;0,0002075;0,5562;0,05048;0,05026;5,777;5,784;0,63;0,000069;0,002178;0,002178
12,37;16,3;3,64e-14;4,1e-9;0,0000235;0,0000235;7,4e-14;1,76e-13;1,76e-13;0,000179;0,000179;2,42e-13;5,89e-7;0,0000486;0,0000486;1,512e-10;0,008583;0,008583;0,01665;0,01665;6,82e-8;0,000009346;0,005258;0,005258;0,0756;0,00001014;0,00003704;0,00003712;0,708;0,00902;0,009;7,342;7,324;0,798;0,0001908;0,0003896;0,0003894
12,42;15,8;2,31e-13;4,52e-8;0,00000321;0,00000321;4,61e-13;7,46e-12;7,46e-12;0,00114;0,00114;1,53e-12;0,00000649;0,00000663;0,00000663;1,666e-9;0,00828;0,00828;0,01613;0,01613;7,48e-7;0,0001028;0,005208;0,005208;0,0726;0,0000624;0,00000506;0,00000507;0,696;0,001232;0,001233;7,101;7,084;0,774;0,000846;0,00005312;0,00005298
12,47;11,9;1,12e-12;3,8e-7;3,35e-7;3,35e-7;2,23e-12;2,45e-10;2,45e-10;0,00552;0,00552;7,41e-12;0,0000546;6,91e-7;6,91e-7;1,402e-8;0,00612;0,00612;0,01227;0,01227;0,0000063;0,0008648;0,02243;0,02243;0,05388;0,0003024;5,284e-7;5,284e-7;0,5904;0,0001284;0,0001283;5,296;5,304;0,5712;0,00384;0,00000554;0,00000555
12,52;7,84;4,15e-12;0,00000244;2,66e-8;2,66e-8;8,27e-12;6,12e-9;6,12e-9;0,0205;0,0205;2,75e-11;0,00035;5,5e-8;5,5e-8;9e-8;0,00344;0,00344;0,008269;0,008269;0,0000404;0,005542;0,08268;0,08268;0,03114;0,001122;4,224e-8;4,222e-8;0,624;0,00001034;0,00001036;3,302;3,308;0,327;0,0141;4,424e-7;4,408e-7
12,57;6,6;1,18e-11;0,000012;1,62e-9;1,62e-9;2,34e-11;1,17e-7;1,17e-7;0,0579;0,0579;7,78e-11;0,00172;3,34e-9;3,34e-9;4,4e-7;0,001478;0,001478;0,007434;0,007434;0,000198;0,02719;0,2341;0,2341;0,0156;0,003186;6,32e-9;6,31e-9;1,146;0,000003528;0,000003528;2,303;2,304;0,1572;0,0399;5,132e-8;5,136e-8
12,62;9,4;2,54e-11;0,0000447;7,49e-11;7,49e-11;5,06e-11;0,00000171;0,00000171;0,125;0,125;1,68e-10;0,00642;1,55e-10;1,55e-10;0,000001648;0,000484;0,000484;0,01082;0,01082;0,00074;0,1017;0,5056;0,5056;0,00996;0,0069;5,528e-8;5,508e-8;2,454;0,00004236;0,0000424;2,673;2,672;0,093;0,0864;3,612e-7;3,606e-7
12,67;15;4,19e-11;0,000128;2,65e-12;2,65e-12;8,34e-11;0,000019;0,000019;0,206;0,206;2,77e-10;0,0183;5,47e-12;5,47e-12;0,0000047;0,0001229;0,0001229;0,01654;0,01654;0,00212;0,2903;0,8331;0,8331;0,0105;0,01152;6,144e-7;6,12e-7;4,548;0,000472;0,0004726;3,849;3,856;0,1062;0,1434;0,000004008;0,000004002
12,72;20,2;5,3e-11;0,000278;7,15e-14;7,15e-14;1,08e-10;0,000162;0,000162;0,26;0,26;3,5e-10;0,0399;1,48e-13;1,48e-13;0,00001026;0,00003804;0,00003804;0,02057;0,02057;0,0046;0,6322;1,049;1,049;0,01212;0,0147;0,00000522;0,000005222;6,96;0,004016;0,00401;4,788;4,78;0,1566;0,1824;0,00003398;0,000034
12,77;22,1;5,96e-11;0,000464;1,25e-17;1,25e-17;2e-10;0,00105;0,00105;0,25;0,25;3,8e-10;0,0664;7,6e-16;7,6e-16;0,0000171;0,0001001;0,0001001;0,01972;0,01972;0,00766;1,051;1,011;1,011;0,01152;0,01446;0,00003396;0,00003386;8,7;0,02602;0,02602;4,63;4,636;0,207;0,1782;0,0002208;0,0002206
12,82;19,9;2,84e-10;0,000598;1,11e-17;1,11e-17;2,83e-9;0,00519;0,00519;0,183;0,183;1,48e-9;0,0844;7,08e-16;7,08e-16;0,000022;0,000479;0,000479;0,01447;0,01447;0,0098;1,336;0,7598;0,7598;0,00846;0,0111;0,0001676;0,0001677;8,94;0,129;0,129;3,485;3,48;0,2256;0,135;0,001094;0,001094
12,87;15,5;5,24e-9;0,000649;8,37e-18;8,37e-18;5,83e-8;0,0196;0,0196;0,102;0,102;2,63e-8;0,0822;6,18e-16;6,18e-16;0,0000242;0,00181;0,00181;0,008094;0,008094;0,00992;1,303;0,4901;0,4901;0,00477;0,00696;0,0006336;0,0006323;7,5;0,4864;0,486;2,032;2,032;0,198;0,0834;0,004124;0,004128
12,92;12,1;8,43e-8;0,000858;6,25e-18;6,25e-18;9,4e-7;0,0566;0,0566;0,0439;0,0439;4,22e-7;0,0632;6,46e-16;6,46e-16;0,0000332;0,005214;0,005214;0,00346;0,00346;0,009662;1,011;0,3958;0,3958;0,002154;0,004788;0,001826;0,001828;5,058;1,404;1,405;0,9296;0,93;0,138;0,0624;0,01194;0,01193
12,97;12,1;0,00000104;0,00205;5,93e-18;5,93e-18;0,0000116;0,125;0,125;0,0152;0,0152;0,0000052;0,0458;9,11e-16;9,11e-16;0,00008182;0,0115;0,0115;0,001146;0,001146;0,01513;0,773;0,5459;0,5459;0,001098;0,00798;0,00402;0,004026;2,7;3,096;3,096;0,3416;0,3418;0,0756;0,1218;0,02624;0,02624
13,02;15,6;0,00000976;0,00584;2e-13;2e-13;0,000109;0,209;0,209;0,0086;0,0086;0,0000489;0,0516;3,03e-12;3,03e-12;0,0002342;0,01934;0,01934;0,0003854;0,0003854;0,03746;0,9704;0,8692;0,8692;0,001506;0,02214;0,006768;0,006772;1,152;5,204;5,212;0,1128;0,1128;0,03348;0,3522;0,04408;0,0441
13,07;20,3;0,00007;0,0139;7,61e-12;7,61e-12;0,000781;0,269;0,269;0,0228;0,0228;0,000351;0,094;1,16e-10;1,16e-10;0,0005616;0,0248;0,0248;0,0005126;0,0005126;0,09005;1,863;1,246;1,246;0,003264;0,05406;0,008684;0,008689;0,468;6,676;6,67;0,05936;0,05918;0,01662;0,864;0,0566;0,05652
13,12;23,5;0,000384;0,0255;2,22e-10;2,22e-10;0,00428;0,263;0,263;0,074;0,074;0,00192;0,166;3,37e-9;3,37e-9;0,001045;0,0243;0,0243;0,00154;0,00154;0,1813;3,346;1,703;1,703;0,00606;0,1044;0,0085;0,008486;0,3954;6,536;6,538;0,07972;0,07958;0,0204;1,656;0,05548;0,0556
13,17;25;0,0016;0,0359;4,93e-9;4,93e-9;0,0179;0,197;0,197;0,189;0,189;0,00803;0,232;7,48e-8;7,48e-8;0,001512;0,01816;0,01816;0,003921;0,003921;0,3224;4,826;2,512;2,512;0,00882;0,159;0,006364;0,006364;0,726;4,892;4,902;0,1332;0,1332;0,04206;2,508;0,04148;0,04144
13,22;26;0,00512;0,0386;8,36e-8;8,36e-8;0,0571;0,112;0,112;0,367;0,367;0,0256;0,248;0,00000127;0,00000127;0,001765;0,01036;0,01036;0,007619;0,007619;0,563;5,598;3,842;3,842;0,01044;0,1944;0,00362;0,003627;1,302;2,788;2,788;0,2048;0,205;0,0798;3,042;0,02364;0,02364
13,27;27,2;0,0125;0,0316;0,00000108;0,00000108;0,139;0,0489;0,0489;0,546;0,546;0,0625;0,204;0,0000164;0,0000164;0,001791;0,004508;0,004508;0,01132;0,01132;0,988;5,612;5,263;5,263;0,0108;0,195;0,001584;0,001583;1,866;1,216;1,215;0,2876;0,2878;0,1254;3,024;0,01034;0,01036
13,32;27,2;0,0232;0,0198;0,0000107;0,0000107;0,259;0,0163;0,0163;0,619;0,619;0,116;0,127;0,000162;0,000162;0,001758;0,001502;0,001502;0,01284;0,01284;1,597;5,424;5,819;5,819;0,0108;0,162;0,0005432;0,000544;2,082;0,4048;0,4042;0,365;0,365;0,1608;2,52;0,003864;0,00386
13,37;24,3;0,0329;0,00946;0,0000808;0,0000808;0,367;0,00413;0,00413;0,537;0,537;0,165;0,0609;0,00123;0,00123;0,001744;0,0003858;0,0003858;0,01113;0,01113;2,154;5,312;5,017;5,017;0,0108;0,1122;0,0002696;0,0002698;1,788;0,104;0,104;0,404;0,4036;0,168;1,782;0,004152;0,004146
13,42;18,7;0,0357;0,00345;0,000465;0,000465;0,398;0,000799;0,000799;0,355;0,355;0,179;0,0222;0,00706;0,00706;0,001618;0,0001064;0,0001064;0,007432;0,007432;2,293;4,877;3,336;3,336;0,00996;0,0642;0,0008116;0,000811;1,182;0,02776;0,02774;0,3742;0,3744;0,1434;1,068;0,01904;0,01906
13,47;12,4;0,0295;0,000959;0,00205;0,00205;0,329;0,000118;0,000118;0,179;0,179;0,148;0,00618;0,031;0,031;0,00126;0,0001542;0,0001542;0,004002;0,004002;1,885;3,791;1,799;1,799;0,00774;0,02982;0,003456;0,003456;0,5982;0,03768;0,03766;0,2808;0,2808;0,0996;0,537;0,08296;0,08308
13,52;8,15;0,0186;0,000204;0,00686;0,00686;0,208;0,0000133;0,0000133;0,069;0,069;0,0933;0,00131;0,104;0,104;0,0007788;0,0004812;0,0004812;0,002389;0,002389;1,187;2,343;1,094;1,094;0,004752;0,01098;0,0116;0,0116;0,2328;0,1168;0,117;0,1672;0,1669;0,05556;0,225;0,2786;0,2784
13,57;7,62;0,00898;0,000033;0,0176;0,0176;0,1;0,00000115;0,00000115;0,0203;0,0203;0,045;0,000213;0,267;0,267;0,0003732;0,00123;0,00123;0,00288;0,00288;0,5706;1,122;1,346;1,346;0,002268;0,003204;0,02966;0,02968;0,0696;0,2984;0,2986;0,07752;0,07766;0,0246;0,078;0,7128;0,715
13,62;10,6;0,0033;0,00000409;0,0344;0,0344;0,0368;7,55e-8;7,55e-8;0,00455;0,00455;0,0165;0,0000263;0,521;0,521;0,000137;0,0024;0,0024;0,004902;0,004902;0,2102;0,4105;2,305;2,305;0,000828;0,000732;0,05792;0,0582;0,01614;0,5836;0,5832;0,02792;0,02792;0,00858;0,02232;1,394;1,396
13,67;14,8;0,000928;3,86e-7;0,0513;0,0513;0,0103;3,8e-9;3,8e-9;0,00078;0,00078;0,00464;0,00000249;0,778;0,778;0,00003842;0,0036;0,0036;0,007171;0,007171;0,05902;0,1154;3,384;3,384;0,0002322;0,0001302;0,08652;0,08664;0,00291;0,868;0,872;0,007724;0,00771;0,002322;0,005202;2,082;2,081
13,72;16,6;0,000199;2,79e-8;0,0584;0,0584;0,00222;4,38e-10;4,38e-10;0,000102;0,000102;0,000995;1,79e-7;0,886;0,886;0,00000824;0,00408;0,00408;0,008152;0,008152;0,01263;0,0248;3,846;3,846;0,00004974;0,00001836;0,0988;0,09866;0,0004104;0,994;0,992;0,00164;0,001642;0,0004872;0,000978;2,372;2,372
13,77;14,4;0,0000325;1,53e-9;0,0508;0,0508;0,000363;8,63e-9;8,63e-9;0,0000102;0,0000102;0,000163;9,87e-9;0,771;0,771;0,000001346;0,00356;0,00356;0,007084;0,007084;0,002069;0,00404;3,344;3,344;0,00000816;0,000002058;0,08576;0,08576;0,00004584;0,862;0,862;0,000267;0,000267;0,0000786;0,0001464;2,062;2,06
13,82;9,57;0,00000406;6,44e-11;0,0337;0,0337;0,0000453;1,94e-7;1,94e-7;7,75e-7;7,75e-7;0,0000203;4,15e-10;0,511;0,511;1,68e-7;0,00236;0,00236;0,004714;0,004714;0,0002582;0,000504;2,219;2,219;0,000001014;1,848e-7;0,05684;0,05688;0,00000411;0,5728;0,5722;0,0000332;0,00003327;0,00000972;0,00001728;1,37;1,366
13,87;4,85;3,87e-7;2,07e-12;0,0171;0,0171;0,00000432;0,00000332;0,00000332;4,51e-8;4,51e-8;0,00000194;1,33e-11;0,259;0,259;1,602e-8;0,001196;0,001196;0,002392;0,002392;0,00002462;0,00004905;1,124;1,124;9,66e-8;1,344e-8;0,02882;0,02884;2,976e-7;0,2898;0,2898;0,00000316;0,000003162;9,24e-7;0,00000159;0,6928;0,6938
13,92;1,87;2,81e-8;5,06e-14;0,0066;0,0066;3,14e-7;0,0000435;0,0000435;2e-9;2e-9;1,41e-7;3,26e-13;0,1;0,1;1,168e-9;0,0004622;0,0004622;0,0009216;0,0009216;0,00000179;0,00001706;0,4342;0,4342;7,02e-9;7,92e-10;0,01116;0,01115;1,746e-8;0,1122;0,1122;2,298e-7;2,299e-7;6,72e-8;1,128e-7;0,2682;0,2681
13,97;0,556;1,56e-9;1,41e-18;0,00195;0,00195;1,74e-8;0,000434;0,000434;6,78e-11;6,78e-11;7,82e-9;1,35e-16;0,0296;0,0296;6,51e-11;0,0001395;0,0001395;0,0002724;0,0002724;9,94e-8;0,000166;0,1287;0,1287;3,906e-10;3,792e-11;0,00331;0,003308;8,28e-10;0,03312;0,03312;1,274e-8;1,277e-8;3,714e-9;6,18e-9;0,07936;0,07926
14,02;0,148;6,62e-11;7,19e-19;0,000439;0,000439;7,39e-10;0,00331;0,00331;1,75e-12;1,75e-12;3,32e-10;5,68e-17;0,00666;0,00666;2,822e-12;0,00005446;0,00005446;0,00006134;0,00006134;4,22e-9;0,001546;0,03332;0,03332;1,656e-11;1,446e-12;0,000884;0,0008816;3,144e-11;0,00782;0,00784;5,404e-10;5,402e-10;1,572e-10;2,598e-10;0,02062;0,0206
14,07;0,163;2,14e-12;2,49e-18;0,0000755;0,0000755;2,39e-11;0,0193;0,0193;3,98e-16;3,98e-16;1,07e-11;1,66e-16;0,00115;0,00115;1,026e-13;0,0001431;0,0001431;0,00001054;0,00001054;1,389e-10;0,01102;0,03015;0,03015;5,358e-13;3,864e-14;0,000994;0,000992;8,34e-13;0,00346;0,003458;1,748e-11;1,748e-11;5,076e-12;8,28e-12;0,01982;0,01984
14,12;0,647;5,31e-14;1,1e-17;0,00000991;0,00000991;5,91e-13;0,0855;0,0855;1,72e-15;1,72e-15;2,72e-13;7,24e-16;0,00015;0,00015;4,02e-15;0,0006122;0,0006122;0,000001384;0,000001384;3,722e-12;0,06;0,1127;0,1127;1,452e-14;1,092e-15;0,004098;0,004098;2,454e-14;0,00984;0,009834;4,484e-13;4,469e-13;1,458e-13;2,136e-13;0,07756;0,07772
14,17;2,25;7,69e-16;3,79e-17;9,92e-7;9,92e-7;2,85e-15;0,29;0,29;5,84e-15;5,84e-15;2,49e-14;2,49e-15;0,0000151;0,0000151;2,846e-16;0,002074;0,002074;1,386e-7;1,386e-7;7,65e-14;0,2488;0,38;0,38;4,35e-15;4,812e-16;0,0148;0,01478;1,362e-14;0,03282;0,03282;5,9e-14;5,88e-14;7,08e-14;3,066e-14;0,2728;0,273
14,22;6,06;2,02e-15;1e-16;7,59e-8;7,59e-8;7,44e-15;0,75;0,75;1,51e-14;1,51e-14;6,51e-14;6,58e-15;0,00000115;0,00000115;2,896e-16;0,005366;0,005366;1,059e-8;1,059e-8;1,118e-13;0,788;0,982;0,982;1,128e-14;1,26e-15;0,04128;0,04128;3,546e-14;0,085;0,08484;1,525e-13;1,524e-13;1,842e-13;7,98e-14;0,742;0,7394
14,27;12,5;4,04e-15;2,03e-16;4,43e-9;4,43e-9;1,48e-14;1,48;1,48;2,99e-14;2,99e-14;1,3e-13;1,33e-14;6,72e-8;6,72e-8;5,568e-16;0,01059;0,01059;6,184e-10;6,184e-10;2,182e-13;1,906;1,94;1,94;2,232e-14;2,514e-15;0,0888;0,0888;7,08e-14;0,1676;0,1678;3,021e-13;3,02e-13;3,672e-13;1,596e-13;1,548;1,548
14,32;19,8;6,2e-15;3,15e-16;1,97e-10;1,97e-10;2,27e-14;2,23;2,23;4,52e-14;4,52e-14;1,99e-13;2,07e-14;3e-9;3e-9;8,574e-16;0,01598;0,01598;2,75e-11;2,75e-11;3,328e-13;3,518;2,92;2,92;3,372e-14;3,84e-15;0,1472;0,1474;1,074e-13;0,2532;0,2532;4,571e-13;4,576e-13;5,586e-13;2,436e-13;2,492;2,494
14,37;24,2;7,28e-15;3,75e-16;6,71e-12;6,71e-12;2,65e-14;2,57;2,57;5,21e-14;5,21e-14;2,33e-13;2,46e-14;1,02e-10;1,02e-10;1,014e-15;0,0184;0,0184;9,388e-13;9,388e-13;3,892e-13;4,96;3,36;3,36;3,894e-14;4,488e-15;0,1884;0,1884;1,254e-13;0,2914;0,2914;5,278e-13;5,276e-13;6,48e-13;2,844e-13;3,09;3,09
14,42;22,8;6,56e-15;3,43e-16;1,75e-13;1,75e-13;2,37e-14;2,26;2,26;4,59e-14;4,59e-14;2,09e-13;2,25e-14;2,71e-12;2,71e-12;9,208e-16;0,01616;0,01616;2,499e-14;2,499e-14;3,478e-13;5,32;2,96;2,96;3,432e-14;4,02e-15;0,1858;0,1858;1,116e-13;0,2562;0,2562;4,655e-13;4,668e-13;5,796e-13;2,544e-13;2,956;2,954
14,47;16,5;4,53e-15;2,42e-16;1,6e-16;1,6e-16;1,63e-14;1,51;1,51;3,09e-14;3,09e-14;1,43e-13;1,58e-14;4,46e-14;4,46e-14;6,412e-16;0,01084;0,01084;4,594e-16;4,594e-16;2,386e-13;4,38;1,984;1,984;2,316e-14;2,76e-15;0,1414;0,1416;7,62e-14;0,172;0,1718;3,142e-13;3,14e-13;3,954e-13;1,74e-13;2,176;2,176
14,52;9,24;2,4e-15;1,31e-16;8,38e-17;8,38e-17;8,54e-15;0,775;0,775;1,59e-14;1,59e-14;7,55e-14;8,57e-15;2,29e-14;2,29e-14;3,436e-16;0,00555;0,00555;2,368e-16;2,368e-16;1,252e-13;2,742;1,016;1,016;1,194e-14;1,452e-15;0,0829;0,0828;3,984e-14;0,088;0,0879;1,621e-13;1,618e-13;2,064e-13;9,12e-14;1,238;1,234
14,57;3,98;9,79e-16;5,45e-17;3,37e-17;3,37e-17;3,44e-15;0,303;0,303;6,24e-15;6,24e-15;3,05e-14;3,57e-15;9,03e-15;9,03e-15;1,414e-16;0,002166;0,002166;9,346e-17;9,346e-17;5,042e-14;1,31;0,396;0,396;4,686e-15;5,868e-16;0,03738;0,03738;1,596e-14;0,03444;0,03446;6,36e-14;6,388e-14;8,28e-14;3,684e-14;0,543;0,5416
14,62;1,32;3,06e-16;1,75e-17;1,04e-17;1,04e-17;1,07e-15;0,0903;0,0903;1,87e-15;1,87e-15;9,47e-15;1,14e-15;2,72e-15;2,72e-15;4,486e-17;0,0006472;0,0006472;2,81e-17;2,81e-17;1,558e-14;0,48;0,1182;0,1182;1,41e-15;1,818e-16;0,01299;0,01298;4,902e-15;0,0103;0,01028;1,92e-14;1,92e-14;2,538e-14;1,14e-14;0,183;0,183
14,67;0,339;7,38e-17;4,33e-18;2,47e-18;2,47e-18;2,54e-16;0,0206;0,0206;4,3e-16;4,3e-16;2,26e-15;2,83e-16;6,25e-16;6,25e-16;1,096e-17;0,000147;0,000147;5,69e-16;5,69e-16;3,706e-15;0,1334;0,027;0,027;1,404e-15;2,502e-16;0,003464;0,003464;1,2e-10;0,002346;0,002346;1,205e-12;1,202e-12;1,386e-11;2,448e-14;0,04764;0,04764
14,72;0,0669;1,37e-17;8,26e-19;4,49e-19;4,49e-19;4,64e-17;0,00357;0,00357;7,54e-17;7,54e-17;4,15e-16;5,39e-17;1,1e-16;1,1e-16;2,062e-18;0,00002554;0,00002554;2,02e-14;2,02e-14;6,778e-16;0,02836;0,00468;0,00468;3,876e-14;7,38e-15;0,0007084;0,0007088;4,302e-9;0,0004076;0,0004084;4,277e-11;4,288e-11;4,956e-10;7,8e-13;0,009552;0,00954
14,77;0,0102;1,95e-18;1,22e-19;6,3e-20;6,3e-20;6,53e-18;0,000474;0,000474;1,01e-17;1,01e-17;5,86e-17;9,67e-18;1,48e-17;1,48e-17;3,01e-19;0,000003386;0,000003386;5,5e-13;5,5e-13;9,51e-17;0,0046;0,00062;0,00062;1,056e-12;2,016e-13;0,0001116;0,0001118;1,176e-7;0,00005436;0,00005426;1,172e-9;1,174e-9;1,356e-8;2,13e-11;0,001472;0,00147
14,82;0,00119;2,17e-19;2,17e-20;6,83e-21;6,83e-21;7,08e-19;0,0000479;0,0000479;1,04e-18;1,04e-18;6,41e-18;3,76e-17;1,53e-18;1,53e-18;7,37e-20;3,502e-7;3,502e-7;1,146e-11;1,146e-11;1,038e-17;0,000572;0,0000628;0,0000628;2,202e-11;4,212e-12;0,00001349;0,0000135;0,000002448;0,000005508;0,000005528;2,442e-8;2,442e-8;2,826e-7;4,434e-10;0,0001746;0,0001746
14,87;0,000152;3,93e-20;1,27e-19;1,11e-21;1,11e-21;7,38e-20;0,0000037;0,0000037;1,04e-19;1,04e-19;1,2e-18;5,84e-16;2,01e-19;2,01e-19;6,454e-19;1,435e-7;1,435e-7;1,822e-10;1,822e-10;2,264e-18;0,000054;0,00000484;0,00000484;3,504e-10;6,72e-11;0,000001247;0,00000125;0,000039;4,272e-7;4,276e-7;3,886e-7;3,88e-7;0,000004494;7,08e-9;0,00001589;0,00001592
