"Path in reciprocal space";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up";"up"
1,1082715782622141;-40,745422435936185;-40,745171820519424;-40,6482466162785;-40,64819861736751;-40,62356782173836;-40,623564373445674;-27,126676185359788;-17,26985159944153;-17,264249661110536;-16,925555724164397;-16,925067268430574;-16,87162281033671;-16,860647439458415;-16,822956107256104;-16,82247370108183;-16,76075261402793;-16,75939856681419;-16,733725098692954;-16,732530762611315;-16,50770688212453;-16,50747893166502;-16,393642795458124;-16,393221939038717;-16,31206394230095;-16,311041977608873;-7,195508383304035;-7,160890708427694;-7,1591054884612095;-5,849243174804377;-5,837991439576954;-5,837131005667086;-5,836210619909986;-5,830988596381749;-5,8048321617587595;-5,797829238906309;-5,773038075514016;-5,751934761022123;-5,7294267365693194;-5,626643910302512;-5,557981643785754;-5,544713828155735;-5,541350882136408;-5,531791418406754;-5,530182057157519;-5,518505858319579;-5,511033189132861;-5,509499379305241;-5,5055300745368285;-5,491969390160654;-5,486523217924249;-5,482648967552933;-5,478795213954903;-5,474734373664757;-5,460796644861199;-5,455124392022065;-5,440767146970262;-5,391425725803588;-5,373967590068307;5,658828086018574;6,7181121970791935;7,839104676555537;7,887810775269531;7,951889067985278;8,473772804123863;10,022022682103627;10,922576276729906;10,94005888099292;11,136161657254647;11,663927633286223;11,817306654305062;12,026008521069526;12,221548594863835;12,316091360894978;12,601963343123899;12,934235427036606;13,04628331235778;13,128242422596278;13,258004459416691;13,270773148366798;13,290990768705075;13,489340125613234;13,587035721684053;13,797927182216384;13,87904088519457;13,982609141338802;14,098279163266069;14,562815425458059;15,261875413621489;15,340718599704656;15,636905576286129;15,804366363356253;15,814316722628426;16,150664013573635;16,262577654189126;16,358025064205627;16,472654591209448;16,668852871877977;16,878987529089226;16,882622516193155;17,18976581810231;17,77041990672356;17,951034585744182;18,20781863765927;18,519639998666808
1,1555063112454755;-40,75355924532161;-40,75329745572809;-40,63992122843902;-40,63989672000389;-40,623549577702114;-40,623537045216885;-27,12668551717999;-17,319952768072564;-17,313863161153886;-16,931972840486658;-16,931350504260706;-16,880926568250008;-16,869198300739907;-16,86671312449761;-16,866086513109572;-16,751263681807146;-16,750755884761098;-16,733694192024174;-16,73251940968069;-16,443312772222487;-16,44326652572076;-16,365635412435196;-16,365441858203035;-16,294653133790224;-16,293713387708106;-7,195384952274751;-7,161917854753969;-7,160477522013972;-5,851679891079954;-5,837542856819299;-5,8328280650992195;-5,831861680653617;-5,829343709786163;-5,803125607527435;-5,798634515407619;-5,777484667702602;-5,749605965733063;-5,732701777740164;-5,627036494811929;-5,557633287220313;-5,544598150867512;-5,540708355101244;-5,533653537636456;-5,532254359407282;-5,519806107942824;-5,514396735711281;-5,505646298919235;-5,503085346562173;-5,488937350399246;-5,4845391327163755;-5,483007301362321;-5,480186122989933;-5,469083872250798;-5,46053434965919;-5,45625009737147;-5,445525461010525;-5,391870363010906;-5,37975710721179;5,468599920250428;6,599699512685393;7,673953073988594;7,988769719354655;8,016628822042373;8,792180092217894;9,893031409155505;10,80287374941054;10,96685920700882;11,315816265806582;11,45300347868512;11,773479266476754;12,164835018626542;12,172199963391163;12,345530303737773;12,764267738733155;12,967509930116297;12,975087867240571;13,020249743323264;13,192893279825135;13,253403832384437;13,354224761272926;13,532112463594247;13,573267447405255;13,635190734922952;13,917609326183548;14,014493626797162;14,024628879939709;14,352208780721378;15,35351100175672;15,424329065702365;15,898790893806005;15,993993061074946;16,054337420652534;16,248201774647782;16,35792343464515;16,37187457293511;16,565193983308717;16,682896547943027;16,773439352777547;16,827371979960777;17,055791380664996;17,55976731666149;18,081953948198173;18,236196173129944;18,336034262804215
1,2025996228724996;-40,76027507358693;-40,76000942097483;-40,633021874318125;-40,63301019070479;-40,6235292142138;-40,62352054432907;-27,126694349011014;-17,36238459194539;-17,3559027254894;-16,937199930282947;-16,936506057428762;-16,90074210350565;-16,90003921383649;-16,88861305347122;-16,87625730682494;-16,743583243767304;-16,743391223342993;-16,73368400326129;-16,732511308433388;-16,400395447488403;-16,400316344630976;-16,331684677980373;-16,33148157436671;-16,280936155579752;-16,280057405237468;-7,195268481124497;-7,162725117034049;-7,161770837350175;-5,854712661578842;-5,837064956339536;-5,8342971769616;-5,826778638698341;-5,824147860461779;-5,8018759511829225;-5,799360927639468;-5,781992770470293;-5,745955638286667;-5,735165890753886;-5,627378653771195;-5,556104213922942;-5,544277025407776;-5,540425444455737;-5,536233541765321;-5,535020757215037;-5,520206291651723;-5,515982994684117;-5,506513257304343;-5,496914595714927;-5,485553838608525;-5,484077857308273;-5,4827008786313645;-5,4816321668819725;-5,463385644057506;-5,4606795392208864;-5,457911572795858;-5,449354766193803;-5,392892740212498;-5,385523677942957;5,316897967163492;6,502797776094593;7,5340112313130705;7,9969022386608595;8,11829731995185;9,132336847078797;9,77500519733763;10,705567660970583;11,02024846436493;11,259845387053184;11,526450879551694;11,67438771506914;12,049708985049465;12,264988125003883;12,421332817047539;12,88703270496785;12,887153746354903;12,904743071724422;12,962641362501316;13,14839296043885;13,25153327955309;13,286007576915877;13,499957177486488;13,533100877670067;13,842820331419672;13,849816306459246;14,065966828220052;14,09550517448296;14,158185353285688;15,361460222771422;15,490741553089839;16,119800627097277;16,18936996095137;16,268176163657866;16,345689202403527;16,401905837431425;16,45670038354727;16,63574134922131;16,665159452660443;16,703601996967684;16,811292434158048;16,915573515498558;17,327348618212387;17,89419636074957;18,331681979115796;18,45144109406835
1,2496929344995236;-40,76528327465646;-40,76501566093682;-40,62786955360485;-40,62786254995176;-40,62351660437493;-40,623498551997415;-27,126701578271394;-17,394676349604243;-17,387940339545636;-16,941020138056487;-16,940265284115746;-16,92493559371682;-16,92417367457413;-16,894354322187024;-16,881528105149705;-16,738232841006198;-16,737511181403864;-16,73367591559867;-16,732513150914386;-16,377802436212384;-16,37766569322989;-16,296691290994843;-16,296130730280602;-16,271054525752994;-16,270217048859564;-7,195175316315348;-7,1632858868716776;-7,1628254554183775;-5,857652801495021;-5,836644635218557;-5,835366382634195;-5,8224002410241;-5,8206875841469765;-5,801053565778526;-5,799940655137785;-5,786088952669535;-5,7420211871873725;-5,736785374077336;-5,627647431761517;-5,553673474911888;-5,543899672756338;-5,540627671527156;-5,538768038356238;-5,538242103037772;-5,519297284035463;-5,516459333087347;-5,5080343317485045;-5,491526330009669;-5,485112966447101;-5,482936118653527;-5,482547177078345;-5,481164713694258;-5,46107215246507;-5,4596908138531655;-5,458768024279823;-5,452231073662988;-5,39405910640585;-5,390554882968095;5,206565702700065;6,4311587854314505;7,4284331560994135;7,989625810063773;8,192744332946713;9,47062232668058;9,680992555162916;10,633827450800919;11,059810211844056;11,132350984402088;11,464750547086146;11,739400038730619;12,011713313787189;12,334527488097038;12,426279032792724;12,809959734763266;12,824336215589105;12,882220847831656;13,020154351007236;13,159476251675164;13,166598033234507;13,315591909483407;13,402830075268437;13,559928369448375;13,784456219808467;13,83286473534555;14,108811429441236;14,184109786598777;14,274783164244477;15,363901284996613;15,468934727541178;16,298453264512318;16,349555826033324;16,414639222086137;16,436486631059065;16,45440062217697;16,514943575285617;16,614396264487;16,66610085696735;16,709685929540818;16,787604429472296;16,85746804243629;17,141048367212132;17,558666535089845;18,570086432907356;18,571853633755772
1,296927667482785;-40,76838559158349;-40,768099348653344;-40,62468019483565;-40,62467331815528;-40,623506999682945;-40,62349040274472;-27,126706311942534;-17,414881873698672;-17,40798765131341;-16,9433234373081;-16,942544833167883;-16,939361011450053;-16,93858485924784;-16,897899108972393;-16,884790271720462;-16,73492710319578;-16,73386643181557;-16,73368818970515;-16,732517590858944;-16,366840232457363;-16,366681004082704;-16,271896183998344;-16,27117439822126;-16,26508380888413;-16,264289991863834;-7,195115241541358;-7,163610540740551;-7,163512288187518;-5,859769674140335;-5,836352699514141;-5,836027075897036;-5,819293197441902;-5,81875366028456;-5,800597787590076;-5,80030909582898;-5,789100181305545;-5,739043497092084;-5,737668111097891;-5,6278145403438;-5,550804836389459;-5,543604402139312;-5,54153606544821;-5,541014711285404;-5,540560758749091;-5,517558234621405;-5,516488421149452;-5,5098689682485285;-5,487641113735731;-5,485832027769783;-5,48390022142241;-5,480481562489518;-5,480106001002956;-5,461462619997966;-5,461092421356452;-5,455780353580636;-5,454088287610188;-5,394967068307861;-5,394050718936413;5,139579366285403;6,387248457248661;7,362973380824636;7,979645960047512;8,238383114942858;9,620728395246006;9,759458264874857;10,589890598042793;11,028092006905704;11,10506918832808;11,225620633643084;11,938290191475124;12,020567625655774;12,376691836961331;12,402816892979702;12,758410965742558;12,764138231713737;12,852803061852626;13,075328505038001;13,112247998800106;13,194537419892336;13,322655071937591;13,341918922905219;13,492302632862547;13,71677036284772;13,738101154806415;14,314828410779166;14,320752283400235;14,350354927695555;15,361786939403812;15,399997343844193;16,408070173190712;16,420689653382638;16,462924852508948;16,514539348132583;16,537680227625714;16,546375023848178;16,586484821594617;16,61508117332133;16,742964076216687;16,74676283546009;16,928254109848776;17,02506168592599;17,29932509186224;18,719408856139413;18,752478478844047
1,344020979109809;-40,76942845275332;-40,76914484834009;-40,62360669928264;-40,62359067644666;-40,62350586411886;-40,623489841808954;-27,126708005143527;-17,421756807018458;-17,41482302094369;-16,944160853776367;-16,944102460346254;-16,94336789576351;-16,94330921715803;-16,899079819327373;-16,885885042629635;-16,733807516868513;-16,733690285567963;-16,73263855222461;-16,73252131326697;-16,363473067949855;-16,363309987592583;-16,263158064739038;-16,263100855501243;-16,262361201239695;-16,262303715488063;-7,1950932921368995;-7,163751238565258;-7,163716616848715;-5,860535783004373;-5,836257112953301;-5,836248033626643;-5,818135095471888;-5,818131216359149;-5,8004387978855485;-5,800432386351854;-5,790240319060172;-5,737951388954471;-5,737948697705718;-5,627867915352887;-5,548980119778641;-5,543494550750401;-5,543486408092554;-5,541199327826576;-5,541192535233686;-5,51645033402124;-5,516446392527005;-5,510946041287585;-5,486090922195353;-5,486090711205413;-5,4843652605557685;-5,479726467689046;-5,479724304656571;-5,461635253871196;-5,461633237761109;-5,454748237382949;-5,454744169712564;-5,395319049653324;-5,395316364780285;5,117120396059019;6,372462185331968;7,3408092390134465;7,97536400811223;8,25377393034992;9,600002281437268;9,88817667463049;10,575099345452333;11,002270366690057;11,109600408409962;11,109682192184376;12,028765509535317;12,028869527900273;12,390931454222706;12,391001187255005;12,740011394462144;12,740021400437668;12,841588983840975;13,093522025479956;13,093612566073238;13,21064583107812;13,320764331668258;13,32090476738753;13,412277072162443;13,721475618604064;13,721579222206309;14,373402234282898;14,373467246055542;14,410887862723689;15,359589737276325;15,359736989856346;16,419741763306625;16,465268276728505;16,46533898543896;16,555187083808338;16,55526410516229;16,5679085237018;16,576125639402836;16,576197996838623;16,759419279099504;16,759510501293693;16,95833458944547;16,98647472124713;17,194141530867718;18,83866686694266;18,838782409033897
1,394020979109809;-40,769431218746185;-40,769155396350776;-40,62360227146371;-40,62358824470731;-40,62350143630355;-40,623487410064676;-27,12670800109553;-17,421711637986153;-17,414862554765218;-16,944153151716595;-16,944094755902842;-16,943371003661234;-16,943312326686037;-16,899021097671998;-16,885977031427664;-16,733794920421396;-16,73367768906316;-16,73263740552151;-16,732520166623893;-16,363471756365765;-16,36330639138003;-16,263156469958258;-16,263099258430014;-16,262369269724335;-16,26231178551358;-7,195120293149821;-7,163750705456977;-7,16371608373256;-5,860529570901713;-5,836234190056349;-5,83622511141852;-5,818138238609482;-5,818134359143479;-5,80043378741435;-5,800427376087393;-5,790224336330992;-5,737950384033336;-5,737947692778784;-5,627416350489663;-5,5489880627888555;-5,543518342567119;-5,543510200304624;-5,541218862787823;-5,541212069807974;-5,516436127847776;-5,516432191612002;-5,511375377990476;-5,4860911094969325;-5,486090898326975;-5,484381571025058;-5,47972207836165;-5,479719921056206;-5,461630328122189;-5,461628311633712;-5,454744140068562;-5,454740072635533;-5,395317799360895;-5,395315114469347;5,122021983668642;6,356471109313288;7,348481622218011;7,980054543710316;8,258311027343995;9,606009701391612;9,844997913589077;10,626806906549412;10,993909895531178;11,114322559258227;11,1144041686732;12,03144066860178;12,031544677955546;12,384107161363819;12,38417550407927;12,740183350998926;12,740193236324624;12,839270839139314;13,081767032566006;13,081858131757395;13,203579798510106;13,310522864192349;13,31066281104233;13,425948271288236;13,732664436370582;13,73276726601572;14,372145173785425;14,372210694238767;14,374492431677089;15,385121509124193;15,385267786789083;16,420605498823697;16,46576532683231;16,46583608833984;16,555938395688496;16,55601559267713;16,566978427706434;16,576419187532576;16,576491600810467;16,7583266878414;16,758417712823498;16,94719550384074;17,02400612405474;17,19430185761016;18,842262537479268;18,842378117932764
1,444020979109809;-40,7694251728906;-40,76915083320874;-40,62360198763841;-40,62358820551987;-40,62350115248815;-40,62348737086574;-27,12670797684264;-17,421584753292674;-17,41497939955438;-16,94413348414193;-16,944075084869223;-16,943385281971743;-16,94332661037002;-16,898773886694958;-16,88621535194649;-16,733772069125024;-16,733654837626293;-16,73266141641975;-16,732544177662245;-16,363469314935585;-16,36331688094512;-16,26312917614482;-16,26307196144944;-16,262383850542296;-16,26232637140972;-7,19519420230995;-7,163749057496339;-7,163714435740842;-5,86050197808741;-5,836172185770045;-5,836163109204215;-5,818147364986109;-5,8181434845433255;-5,800419227438473;-5,800412816649977;-5,790170726572762;-5,737942819775388;-5,737940128563381;-5,626048547859202;-5,549002746470508;-5,54360714540041;-5,543599004079478;-5,541276111871171;-5,541269316823103;-5,516379179839182;-5,516375261806939;-5,512665645879091;-5,486087146404232;-5,486086934529159;-5,484423291270178;-5,47970505014701;-5,479702912236548;-5,46162404111444;-5,461622024489924;-5,454731343165502;-5,45472727665446;-5,3953143599209294;-5,395311675188073;5,136703047553863;6,311145031190417;7,369221219949346;7,993448081688845;8,271882029204042;9,624374250899034;9,741657213344974;10,755727592567219;10,968899110922148;11,128362338581413;11,128443430002532;12,039364092115626;12,039468073590019;12,363658537489913;12,363722687874377;12,740673287747832;12,740682840764599;12,833339031993614;13,049273843557062;13,049366330042222;13,184022555469186;13,282387945389795;13,282526191932167;13,4643690803285;13,763485534808504;13,763586329959097;14,271332557713372;14,368348144795265;14,36841398047909;15,458947759054801;15,459091249573428;16,423140608628618;16,46730804000397;16,467378970307987;16,558151815402113;16,558229543174722;16,564211194922677;16,57744460204665;16,577517203174445;16,755180709272388;16,755271146030907;16,913103149729277;17,13052094872732;17,19610206278065;18,85273421793042;18,852850371928344
1,4940209791098091;-40,769419261008494;-40,76915806763904;-40,623597558135366;-40,623597192979744;-40,62349672315733;-40,623496358149744;-27,126707979836837;-17,421387920673606;-17,415186907982598;-16,944108513101018;-16,94405010492902;-16,943418559760673;-16,943359897196565;-16,89837465966826;-16,886615863433903;-16,733750333591324;-16,733633101868932;-16,732683984185794;-16,73256674563371;-16,36347179182876;-16,363318363059477;-16,263104103071193;-16,263046879950874;-16,26241026879595;-16,262352798194215;-7,195309955777509;-7,163748526282358;-7,163713904485601;-5,860453255308498;-5,8360949801172675;-5,836085907161312;-5,8181632789794016;-5,818159397052621;-5,800392272879214;-5,800385862637995;-5,790096462675975;-5,73794292616573;-5,737940235043363;-5,623853355339672;-5,549017359259546;-5,5437533426193495;-5,543745202734202;-5,5413815455215;-5,5413747470235855;-5,516289562704848;-5,516285671107906;-5,5147441559300505;-5,486083650525978;-5,4860834377574035;-5,484498280861809;-5,479677908532813;-5,479675798512401;-5,461625577156255;-5,461623560827291;-5,454715180675403;-5,454711115426124;-5,395320754342123;-5,395318069846021;5,161074102213695;6,242845848223871;7,397779135891252;8,013578670992363;8,29437854113387;9,614215129211477;9,655974298608468;10,925789613223973;10,927493975345582;11,15129885239051;11,151379094801705;12,052225032261944;12,052328966589114;12,329824928264712;12,329882122511295;12,741408386836781;12,741417469637547;12,826121804643126;13,002291524184452;13,002385695950185;13,155009533891727;13,242793504951164;13,24292838666326;13,522113818114061;13,807790995370134;13,80788902293553;14,115602247991687;14,361973638311385;14,36204055224011;15,57386575408517;15,574004922722219;16,4273244410121;16,470058950625646;16,47013019973184;16,559680379191448;16,561610621568867;16,56168921409324;16,57968992977269;16,57976292895961;16,750321880878992;16,750411350097007;16,855787806538668;17,20162040860728;17,291650146532465;18,773678940148514;18,7737445711727
1,5440209791098092;-40,76940870051588;-40,76917469824943;-40,623599008477065;-40,62359719471667;-40,623498173782465;-40,62349635963276;-27,12670798424868;-17,421104462155228;-17,415471437951027;-16,944076422191714;-16,94401800195434;-16,94345207054809;-16,943393420142087;-16,897850425224277;-16,887159338531063;-16,733704188809323;-16,733586956816914;-16,732733081448494;-16,732615843231848;-16,363465895808282;-16,36332420276305;-16,26307229462488;-16,263015060122388;-16,262443867257307;-16,26238640808772;-7,1954561632345575;-7,163747295950077;-7,1637126741103945;-5,8604141908390375;-5,8359855100166005;-5,83597644147509;-5,81817964019666;-5,818175756417447;-5,800357089275379;-5,800350679842432;-5,790001647849295;-5,737942890942946;-5,737940199927731;-5,620973508818693;-5,549057113777471;-5,543932368637869;-5,543924230448662;-5,541503437263622;-5,541496635165568;-5,517501781233114;-5,516178091165504;-5,51617423499527;-5,486079673534837;-5,48607945948891;-5,484591176859772;-5,479636821567873;-5,479634748758804;-5,461621830615836;-5,461619813853777;-5,454688311954605;-5,4546842484323115;-5,395327532490108;-5,395324848309514;5,194986981161074;6,158763155284355;7,428825261754641;8,037514082326538;8,325581785072366;9,48106725511912;9,701855635193942;10,87023412492035;11,118629367950497;11,182373227733214;11,182452313563964;12,069459184378825;12,069563051055308;12,283536148419438;12,283583960910118;12,742293598101133;12,742302160145213;12,820097704782414;12,947312378727716;12,947408173879365;13,119362249640815;13,199211541852524;13,199341203913875;13,593441646990028;13,859349397960768;13,85944427879281;13,922711526527584;14,353016397785368;14,353084833570518;15,720124147935502;15,720257587411236;16,433029738345148;16,47438619365106;16,47445797344501;16,553547215474136;16,56598601404028;16,56606585825177;16,58436230955432;16,584436125228276;16,744299766801447;16,744387914130236;16,778190062408484;17,211224632451504;17,491714566214128;18,616304804090806;18,616377024595778
1,5940209791098092;-40,76939304794607;-40,76918910188269;-40,6235974794559;-40,62359125200537;-40,623496644354816;-40,62349041729343;-27,126707951274447;-17,420740552533005;-17,415825135090085;-16,944036665642013;-16,943978230484497;-16,943479054129376;-16,943420417648703;-16,897179178871912;-16,887832140786024;-16,733640715346205;-16,73352348302164;-16,73279484530618;-16,732677607510634;-16,363440576165544;-16,363331719326414;-16,263031883914135;-16,262974635380058;-16,262479673389624;-16,26242222729874;-7,1956176890765455;-7,1637434492932295;-7,163708827377484;-5,860359821169478;-5,835862266800729;-5,835853203494261;-5,81819516039362;-5,818191274569982;-5,800310057173465;-5,800303648180087;-5,78989737093469;-5,7379346433261205;-5,737931952426748;-5,617595088208126;-5,5490852638390855;-5,544110922453609;-5,544102785970809;-5,541631393081992;-5,541624586883412;-5,520738356934382;-5,516055112246328;-5,516051293193605;-5,48607232348639;-5,4860721080795605;-5,484695144764691;-5,479590724491236;-5,479588690176583;-5,461613528364905;-5,461611511671263;-5,4546557527322115;-5,45465169107269;-5,395327475335863;-5,395324791455526;5,238225970372516;6,065123397128281;7,458532820607993;8,061973841771222;8,365089502091424;9,350343937011413;9,76269210787128;10,798090529183483;11,220322544574422;11,220400211017175;11,326240317896662;12,09017019997352;12,090273978042147;12,226972967145805;12,22700979928343;12,743240454413332;12,743248519806388;12,817175182423302;12,889664473720384;12,88976168259249;13,079767794920622;13,157795541289733;13,157918523096333;13,67250480415702;13,705284203176218;13,913245745763613;13,913337239566019;14,341497632263048;14,341568052382668;15,886206979707751;15,886332920271563;16,440118891268902;16,48089604148004;16,480968632172704;16,545988864857595;16,570862684374152;16,570944087261616;16,594411732141197;16,594487352787546;16,68680196007693;16,737757062903665;16,737843584363876;17,223612039369215;17,717700365903877;18,427042669292273;18,427122104635828
1,6440209791098093;-40,76938641840254;-40,769207438463724;-40,62360179536271;-40,62359095080994;-40,62350096031839;-40,62349011603596;-27,12670794948525;-17,420326574955478;-17,416239304262998;-16,943991184931484;-16,943932732277442;-16,94352503605998;-16,943466416497813;-16,89639833258228;-16,888635459876674;-16,7335666419208;-16,733449409139936;-16,73288132189117;-16,732764084626485;-16,363430584430994;-16,36334284101435;-16,26298551050921;-16,26292824570063;-16,26253710294715;-16,262479672573114;-7,195781167909276;-7,163742154515218;-7,163707532542772;-5,860299904125901;-5,835753305617358;-5,835744247293473;-5,8182140760759715;-5,818210188212317;-5,800269432769888;-5,80026302448078;-5,789804748687697;-5,737934215053439;-5,73793152424372;-5,6139777230046635;-5,549099264275275;-5,544297910928152;-5,544289776045629;-5,541773889503715;-5,54176707861806;-5,524230948509401;-5,515939281687857;-5,515935498624281;-5,486068975158601;-5,486068758611537;-5,484810621663268;-5,479556965444591;-5,479554968634494;-5,461611794804046;-5,461609778468984;-5,4546294659675425;-5,454625405921478;-5,395336128944407;-5,395333445304453;5,290489312468912;5,966743589640181;7,484639166956347;8,084074869004999;8,412135597245394;9,226311984312908;9,838235373510134;10,712614737876528;11,263121792356884;11,263197863035062;11,544709731945598;12,11299379166373;12,113097461783973;12,163961523106662;12,163987015457083;12,74413281317623;12,744140451277323;12,818493769949505;12,833698393890758;12,833796769904563;13,038881002683855;13,122406328473625;13,12252208111292;13,472475979350302;13,75295588828276;13,965756938831262;13,965844830386182;14,327573333726601;14,327646218786612;16,056389140689387;16,056504500948947;16,448390018294134;16,490217033869808;16,490290616969624;16,537232225428724;16,57574242158094;16,575825617287503;16,590409372893447;16,617746814169596;16,617826778187027;16,731337884097243;16,731422574151285;17,236868919552947;17,959926881965316;18,214566815343463;18,21465362793573
1,6940209791098093;-40,76937181313485;-40,76922589638007;-40,62359713722005;-40,6235906443509;-40,62349630220896;-40,623489809576675;-27,12670794054833;-17,419863377757483;-17,416700301352723;-16,943935860269068;-16,943877387226298;-16,94357580951921;-16,94351720981313;-16,895518557666076;-16,88952928109753;-16,733484518869748;-16,73336728557252;-16,73295424031329;-16,732837003585;-16,363419650883344;-16,363344537531674;-16,26293108796202;-16,262873804430043;-16,262591612015463;-16,26253419981203;-7,195926888148593;-7,163739796192641;-7,163705174145979;-5,860244202272435;-5,835647922056454;-5,83563886834917;-5,818227656576661;-5,818223766905846;-5,800224320841893;-5,800217913011745;-5,789716008598916;-5,737933332099431;-5,737930641392635;-5,610457274548304;-5,549098132865692;-5,544460431247803;-5,544452297671106;-5,541897001658412;-5,541890186868002;-5,527643023867791;-5,515828542474852;-5,515824792449932;-5,486064000666763;-5,486063783075075;-5,48491168542356;-5,479515778750149;-5,4795138160583505;-5,461606907085316;-5,4616048909966315;-5,454601135868717;-5,454597077332327;-5,395342661443041;-5,395339978057595;5,351369285314079;5,867235827521764;7,505905120723813;8,101896705846862;8,465156695323744;9,11229739616349;9,926865121522868;10,616201507006197;11,30755062616402;11,307625075233535;11,771781929369334;12,100169526192502;12,10018466743385;12,135939197144646;12,136042746363648;12,744910945655436;12,744918249964806;12,783390514994752;12,783489811268675;12,824509181644887;12,999234165383657;13,094814196330267;13,094923237540549;13,230663119182548;13,827728111636434;14,013824763798466;14,013908840828197;14,311839738216417;14,311915567661083;16,20479184680817;16,20489188879174;16,457593994128807;16,499172136989937;16,501595274706272;16,50166942261649;16,527602030944262;16,580139616740965;16,580224667635463;16,6742772297392;16,674366336640936;16,725720728496437;16,725803548131605;17,249202199274137;17,987916045262523;17,98801023422802;18,211340464309867
1,7440209791098094;-40,76934630785444;-40,76924671663414;-40,62359720179256;-40,62359261750058;-40,62349636681627;-40,62349178268483;-27,12670794674024;-17,419371937084886;-17,417200661181752;-16,943881792756343;-16,94382329777948;-16,943634387787313;-16,94357581018246;-16,894568632666825;-16,890462346124984;-16,733397092811316;-16,733279858955814;-16,733036195937885;-16,73291895972824;-16,363408502701947;-16,363359386771204;-16,262876097972764;-16,262818795125696;-16,262646475664393;-16,26258908296713;-7,196040479109782;-7,1637387944442485;-7,163704172351169;-5,860196373128378;-5,8355632390930525;-5,835554188898164;-5,8182442759318205;-5,818240384845757;-5,800194328483537;-5,800187921140005;-5,789623969178892;-5,737931829072403;-5,737929138430575;-5,6074232997204865;-5,549082356494679;-5,544588182321422;-5,544580049731375;-5,541993044765172;-5,541986226890821;-5,530576778410634;-5,515754624700085;-5,515750901558684;-5,486066263693536;-5,4860660450675125;-5,484970219923832;-5,4794820639614485;-5,479480129091029;-5,461604451930914;-5,461602435920971;-5,454581573290522;-5,454577516148689;-5,395347416335082;-5,395344733138589;5,420263802407638;5,769381341525;7,521598112840548;8,114581250858848;8,52053731058367;9,012849809076384;10,024997716187698;10,512672764499;11,348523538930891;11,348596569062853;12,005853578910694;12,043195193871554;12,043202135940872;12,156240058341172;12,156343488140783;12,742768223768994;12,742868195026302;12,745507481393641;12,745514550739323;12,834837109321333;12,963436545509714;12,984294174864775;13,075410904203942;13,07551462643604;13,889175859840408;14,054210141762855;14,054290291830597;14,29573429008797;14,29581343428224;16,30095666518507;16,30104112668554;16,42365889284645;16,46727596527358;16,511434511146245;16,511508210205566;16,517567373794428;16,58360136846428;16,58368808301107;16,72137893703829;16,721460098206528;16,789851185012928;16,78994994358817;17,25913497988818;17,757374515682265;17,757476285821316;18,46658656283478
1,7940209791098094;-40,76932563949947;-40,769277749530694;-40,62359739424652;-40,62359696410641;-40,62349655935975;-40,623496129180865;-27,126707970191273;-17,418860699958493;-17,417718798533997;-16,943826634770648;-16,943768113387815;-16,943694852218457;-16,94363629986731;-16,89358341571592;-16,89145064529647;-16,73331474861663;-16,733197514161247;-16,733126705649724;-16,733009470076198;-16,36339790603784;-16,363369791696506;-16,262834338020664;-16,262777014285053;-16,262705119922423;-16,262647746946445;-7,196115542186736;-7,163738922647997;-7,163704300540857;-5,86017233011106;-5,835506959792865;-5,835497911904447;-5,818260839922598;-5,818256947946023;-5,800181875874053;-5,800175468754036;-5,789571850306488;-5,737930517221772;-5,737927826631075;-5,605355509817712;-5,549066934936201;-5,544677920679376;-5,544669788704179;-5,5420545275386415;-5,5420477079701405;-5,5326059182448;-5,515702361653671;-5,515698657179528;-5,486065938495634;-5,486065719088517;-5,48501464746983;-5,479468885431152;-5,479466969714051;-5,461608867415509;-5,461606851245018;-5,454574567166057;-5,454570511040829;-5,395350681361199;-5,395347998252363;5,495882131803515;5,67586752239663;7,531222075911482;8,12203824579682;8,569140128025007;8,937628121201803;10,124130624236416;10,41042828508381;11,378699179881696;11,378771252465988;12,002500089192973;12,002501820436102;12,1705333600032;12,170636700319506;12,245539118581696;12,715986924225325;12,716087314520333;12,736566251711999;12,745878266952872;12,745885197727901;12,847258941282062;12,935166671050178;13,063976956904265;13,06407730698005;13,929865383638754;14,08252529511254;14,082601952011425;14,282438827695465;14,282521101594867;16,34458996568755;16,344666320994403;16,37353504295271;16,47645436174264;16,508168706132924;16,517106813355927;16,517179971354953;16,58580730327239;16,585895187148434;16,718648816573022;16,71872881939829;16,949790454278848;16,94988988146123;17,26550403220795;17,542097457790994;17,54220794679647;18,539755952523524
